10/5/14 17:03	KZ2ZZ	7.27
10/5/14 17:00	KD4LIR	7.27
10/5/14 16:58	WA2KKF	7.27
10/5/14 16:55	W3BZN	7.27
10/5/14 16:00	W3LRS	7.245
10/5/14 15:34	K3SI	7.245
10/5/14 15:31	WM4G	7.245
10/5/14 15:27	W3ANJ	7.245
10/5/14 15:25	AD3O	7.245
10/5/14 15:23	KC4ZBD	7.245
10/5/14 1:18	WA3YRE	7.273
10/5/14 1:12	WA2DIY	7.273
10/5/14 1:03	WB2QOK	7.269
10/5/14 1:01	WC2A	7.267
10/5/14 0:59	W8AAZ	7.267
10/5/14 0:52	KB3WFV	7.267
10/5/14 0:50	KU4FX	7.267
10/5/14 0:48	KC4RGE	7.267
10/5/14 0:46	AB1WG	7.267
10/5/14 0:44	KK4PLD	7.267
10/5/14 0:38	KC2WVX	7.267
10/5/14 0:36	KJ4UL	7.267
10/5/14 0:33	AA1LH	7.267
10/5/14 0:31	N2GXJ	7.267
10/5/14 0:25	KC3DGE	7.2
10/5/14 0:23	WA3RSL	7.2
10/5/14 0:21	KC4DHY	7.2
10/5/14 0:19	N1FD	7.2
10/5/14 0:19	KB1IRB	7.2
10/5/14 0:06	KK4EXP	7.233
10/4/14 23:56	KB2AMA	7.233
10/4/14 23:55	N2MUB	7.233
10/4/14 23:41	W3WWE	7.233
10/4/14 23:23	KK4MG	7.233
10/4/14 23:03	W8JNK	7.265
10/4/14 22:55	KB3ZNL	7.265
10/4/14 22:52	N2IEL	7.265
10/4/14 20:29	AA8CS	7.265
10/4/14 20:24	KB3NFM	7.265
10/4/14 20:16	WA1TUT	7.265
10/4/14 20:05	K4DCN	7.265
10/4/14 20:00	WB3BVZ	7.265
10/4/14 19:57	W2UIS	7.265
10/4/14 19:48	KN4AQ	7.265
10/4/14 19:44	AC2KP	7.265
10/4/14 19:42	N8NTX	7.265
10/4/14 19:36	WB8CTC	7.265
10/4/14 19:34	KK4RR	7.265
10/4/14 19:33	K1WMN	7.265
10/4/14 19:32	WB2JDB	7.265
10/4/14 19:30	WB2USA	7.265
10/4/14 19:25	KK4RUI	7.265
10/4/14 19:22	KM4DZG	7.265
10/4/14 19:18	W2GJS	7.265
10/4/14 19:11	KN2CZZ	7.265
10/4/14 19:06	WA4MMS	7.265
10/4/14 19:03	N2BOW	7.265
10/4/14 18:58	KB3ITJ	7.265
10/4/14 18:54	KG8DX	7.265
10/4/14 18:50	WB3JEK	7.265
10/4/14 18:40	KA2STI	7.265
10/4/14 18:38	VE3BQ	7.265
10/4/14 18:33	KD8DMP	7.265
10/4/14 18:31	AB3TY	7.265
10/4/14 18:29	WA3GIN	7.265
10/4/14 18:27	KC1AXJ	7.265
10/4/14 18:25	AC2GI	7.265
10/4/14 18:23	KO4GS	7.265
10/4/14 18:22	W4CAS	7.265
10/4/14 18:20	AA3VX	7.265
10/4/14 18:19	NK2BB	7.265
10/4/14 18:15	KC3ASN	7.265
10/4/14 18:12	NA3H	7.265
10/4/14 18:10	KA3OCS	7.265
10/4/14 18:08	WD8MKQ	7.265
10/4/14 18:06	KD2GXN	7.265
10/4/14 18:02	W3CEI	7.265
10/4/14 17:59	WA2JLW	7.265
10/4/14 17:57	K3VED	7.265
10/4/14 17:55	VE3JMY	7.265
10/4/14 17:52	KJ6GHN	7.265
10/4/14 17:45	K2XU	7.265
10/4/14 17:42	KC2LXD	7.265
10/4/14 17:39	KK4ZUX	7.265
10/4/14 17:32	N3HPL	7.265
10/4/14 17:30	KD8TFZ	7.265
10/4/14 17:26	WB4YZ	7.265
10/4/14 17:23	K4KKT	7.265
10/4/14 17:21	N4IAG	7.265
10/4/14 17:07	W0MPM	7.265
10/4/14 17:06	W4MBA	7.265
10/4/14 17:05	N2HYG	7.265
10/4/14 17:02	W4GMF	7.265
10/4/14 16:54	N3LZV	7.266
10/4/14 16:51	WW2DEM	7.266
10/4/14 16:49	N4KER	7.266
10/4/14 16:45	N1QQZ	7.266
10/4/14 16:43	N8ESS	7.266
10/4/14 16:36	K2NPN	7.266
10/4/14 16:33	K8ARP	7.266
10/4/14 16:31	NV2L	7.266
10/4/14 16:28	WA4UKZ	7.266
10/12/2014 16:52:00		N3OW	7.27
10/12/2014 16:25:00		WA3KVN	7.151
10/12/2014 16:19:00		W3DUG	7.151
10/12/2014 16:09:00		W3ON	7.146
10/12/2014 15:58:00		K8GQ	7.146
10/11/2014 23:36:00		WA8KIW	7.15
10/11/2014 23:36:00		W8CTC	7.15
10/11/2014 23:35:00		N8IAN	7.15
10/11/2014 23:35:00		AC8JT	7.15
10/11/2014 23:22:00		AC8JT	7.15
10/11/2014 23:04:00		N3AZZ	7.15
10/11/2014 23:00:00		K3TG	7.15
10/11/2014 22:58:00		N8II	7.15
10/11/2014 22:57:00		N3VZ	7.15
10/11/2014 22:56:00		N3OJL	7.15
10/11/2014 22:55:00		W4JAM	7.15
10/11/2014 22:54:00		N3BLS	7.15
10/11/2014 22:52:00		N3HPL	7.15
10/11/2014 22:52:00		W3RAL	7.15
10/11/2014 22:50:00		N3CBD	7.15
10/11/2014 22:49:00		WF2V	7.15
10/11/2014 22:46:00		KC3DGE	7.15
10/11/2014 22:44:00		KC9RRN	7.15
10/11/2014 22:41:00		KB2RC	7.15
10/11/2014 22:40:00		W3QN	7.15
10/11/2014 22:39:00		W3ITH	7.15
10/11/2014 22:37:00		WA0YAS	7.15
10/11/2014 22:35:00		NS3HS	7.15
10/11/2014 22:34:00		N4PN	7.151
10/11/2014 22:26:00		K3UGI	7.151
10/11/2014 22:19:00		WS3C	7.151
10/11/2014 22:18:00		KB3SGY	7.151
10/11/2014 22:17:00		K3GY	7.151
10/11/2014 21:46:00		N3CR	7.151
10/11/2014 21:38:00		N3GTH	7.151
10/11/2014 21:28:00		WA9TGD/1	7.151
10/11/2014 21:20:00		K9TBD	7.151
10/11/2014 21:04:00		KC2DIA	7.155
10/11/2014 21:01:00		N3KER	7.155
10/11/2014 20:59:00		KA5VZG	7.155
10/11/2014 20:56:00		KJ8O	7.155
10/11/2014 20:54:00		W3AYT	7.155
10/11/2014 20:52:00		N3VE	7.155
10/11/2014 20:49:00		WB3IZF	7.155
10/11/2014 20:47:00		K3VLS	7.155
10/11/2014 20:45:00		W3SGJ	7.155
10/11/2014 20:44:00		W3YA	7.155
10/11/2014 20:35:00		K9TBD	7.155
10/11/2014 20:12:00		KV4MO	7.155
10/11/2014 20:11:00		NI3Y	7.155
10/11/2014 20:10:00		KE3LA	7.155
10/11/2014 20:08:00		K3VL	7.155
10/11/2014 20:08:00		KR3DX	7.155
10/11/2014 20:07:00		KB3KUJ	7.155
10/11/2014 20:06:00		N2BNP	7.155
10/11/2014 20:05:00		KI4TXP	7.155
10/11/2014 20:04:00		W3VI	7.155
10/11/2014 20:03:00		W3AD	7.155
10/11/2014 20:03:00		W3YJ	7.155
10/11/2014 20:01:00		KG4NXT	7.155
10/11/2014 20:01:00		NM3N	7.155
10/11/2014 20:00:00		W3DUG	7.155
10/11/2014 19:59:00		K4CMS	7.155
10/11/2014 19:58:00		KC3XD	7.155
10/11/2014 19:57:00		N3SBF	7.155
10/11/2014 19:57:00		WN3I	7.155
10/11/2014 19:55:00		DA3LX	7.155
10/11/2014 19:54:00		NG3X	7.155
10/11/2014 19:52:00		N1IBM	7.155
10/11/2014 19:51:00		K3TL	7.155
10/11/2014 19:49:00		KA3BMU	7.155
10/11/2014 19:47:00		W3HKK	7.155
10/11/2014 19:47:00		W0BR	7.155
10/11/2014 19:46:00		KA3EHL	7.155
10/11/2014 19:44:00		AA3TH	7.155
10/11/2014 19:41:00		N3FJP	7.155
10/11/2014 19:32:00		K3URT	7.155
10/11/2014 19:29:00		KB3SYY	7.155
10/11/2014 19:27:00		N3DMU	7.155
10/11/2014 19:26:00		KU3S	7.155
10/11/2014 19:25:00		KK4TCE	7.155
10/11/2014 19:24:00		N3NTJ	7.155
10/11/2014 19:23:00		WE3U	7.155
10/11/2014 19:22:00		WB3IZF	7.155
10/11/2014 19:21:00		WA3GFM	7.155
10/11/2014 19:20:00		KW3B	7.155
10/11/2014 19:20:00		N1ABY	7.155
10/11/2014 19:18:00		KW3U	7.155
10/11/2014 19:17:00		WA3VXJ	7.155
10/11/2014 19:15:00		WD3D	7.155
10/11/2014 19:10:00		AC2KP	7.155
10/11/2014 19:09:00		N4WWS	7.155
10/11/2014 19:02:00		N3FTO	7.155
10/11/2014 19:01:00		W3HZL	7.155
10/11/2014 19:00:00		K3VYY	7.155
10/11/2014 18:57:00		WA3KFT	7.155
10/11/2014 18:55:00		KD8MQ	7.155
10/11/2014 18:53:00		W1JN	7.155
10/11/2014 18:52:00		N3AZZ	7.155
10/11/2014 18:51:00		N3GBJ	7.155
10/11/2014 18:51:00		W3KWH	7.155
10/11/2014 18:49:00		W3SVJ	7.155
10/11/2014 18:48:00		AF4NC	7.155
10/11/2014 18:47:00		AD2CM	7.155
10/11/2014 18:45:00		N3MSE	7.155
10/11/2014 18:42:00		WA3IEM	7.155
10/11/2014 18:40:00		WA2WDT	7.155
10/11/2014 18:38:00		KC1AXJ	7.155
10/11/2014 18:36:00		K2HVE	7.155
10/11/2014 18:35:00		N3QC	7.155
10/11/2014 18:34:00		KB3PC	7.155
10/11/2014 18:33:00		K2ULF	7.155
10/11/2014 17:59:00		W3TDF	7.26
10/11/2014 17:55:00		N3HIS	7.26
10/11/2014 17:52:00		KE4ZDJ	7.26
10/11/2014 17:50:00		W3FCT	7.26
10/11/2014 17:48:00		WA3ELQ	7.26
10/11/2014 17:46:00		AA3YE	7.26
10/11/2014 17:43:00		K4YFR	7.26
10/11/2014 17:42:00		KS3Z	7.26
10/11/2014 17:39:00		K2PJW	7.26
10/11/2014 17:36:00		KB1JXU	7.26
10/11/2014 17:34:00		KC3M	7.26
10/11/2014 17:31:00		K2BNL	7.26
10/11/2014 17:27:00		KI4BXU	7.26
10/11/2014 17:25:00		K9RS	7.26
10/11/2014 17:23:00		WX3E	7.26
10/11/2014 17:22:00		KF3M	7.26
10/11/2014 17:18:00		NS3L	7.26
10/11/2014 17:15:00		KA3WZY	7.26
10/11/2014 17:13:00		N2IEL	7.26
10/11/2014 17:11:00		KI4PS	7.26
10/11/2014 17:10:00		N3RM	7.26
10/11/2014 17:08:00		WA3ZMH	7.26
10/11/2014 17:03:00		W8BZN	7.26
10/11/2014 16:59:00		KB3OZA	7.26
10/11/2014 16:59:00		KO4GS	7.26
10/11/2014 16:56:00		NT2A	7.26
10/11/2014 16:52:00		KD4LMU	7.26
10/11/2014 16:51:00		AA1VX	7.26
10/11/2014 16:49:00		WA8KIW	7.26
10/11/2014 16:47:00		N3MAV	7.26
10/11/2014 16:47:00		W3GY	7.26
10/11/2014 16:43:00		K3CCR	7.26
10/11/2014 16:42:00		WO0DS	7.26
10/11/2014 16:40:00		KB3AGZ	7.26
10/11/2014 16:39:00		W8BZN	7.26
10/11/2014 16:37:00		KO3T	7.26
10/11/2014 16:34:00		W3UC	7.26
10/11/2014 16:32:00		W3TWB	7.26
10/11/2014 16:28:00		WB3EWL	7.26
10/11/2014 16:26:00		N8OZY	7.26
10/11/2014 16:24:00		KC2PQI	7.26
10/11/2014 16:21:00		KE2UN	7.26
10/11/2014 16:18:00		KD3YE	7.26
10/11/2014 16:15:00		W3DZH	7.26
10/11/2014 16:13:00		WB2P	7.26
10/11/2014 16:09:00		KB2WXV	7.26
10/11/2014 16:07:00		N3BAT	7.26
10/11/2014 16:07:00		KB1VIP	7.26
10/11/2014 15:49:00		W1AW/4	7.208
10/5/2014 17:03:00		KZ2ZZ	7.27
10/5/2014 17:00:00		KD4LIR	7.27
10/5/2014 16:58:00		WA2KKF	7.27
10/5/2014 16:55:00		W3BZN	7.27
10/5/2014 16:00:00		W3LRS	7.245
10/5/2014 15:34:00		K3SI	7.245
10/5/2014 15:31:00		WM4G	7.245
10/5/2014 15:27:00		W3ANJ	7.245
10/5/2014 15:25:00		AD3O	7.245
10/5/2014 15:23:00		KC4ZBD	7.245
10/5/2014 1:18:00		WA3YRE	7.273
10/5/2014 1:12:00		WA2DIY	7.273
10/5/2014 1:03:00		WB2QOK	7.269
10/5/2014 1:01:00		WC2A	7.267
10/5/2014 0:59:00		W8AAZ	7.267
10/5/2014 0:52:00		KB3WFV	7.267
10/5/2014 0:50:00		KU4FX	7.267
10/5/2014 0:48:00		KC4RGE	7.267
10/5/2014 0:46:00		AB1WG	7.267
10/5/2014 0:44:00		KK4PLD	7.267
10/5/2014 0:38:00		KC2WVX	7.267
10/5/2014 0:36:00		KJ4UL	7.267
10/5/2014 0:33:00		AA1LH	7.267
10/5/2014 0:31:00		N2GXJ	7.267
10/5/2014 0:25:00		KC3DGE	7.2
10/5/2014 0:23:00		WA3RSL	7.2
10/5/2014 0:21:00		KC4DHY	7.2
10/5/2014 0:19:00		N1FD	7.2
10/5/2014 0:19:00		KB1IRB	7.2
10/5/2014 0:06:00		KK4EXP	7.233
10/4/2014 23:56:00		KB2AMA	7.233
10/4/2014 23:55:00		N2MUB	7.233
10/4/2014 23:41:00		W3WWE	7.233
10/4/2014 23:23:00		KK4MG	7.233
10/4/2014 23:03:00		W8JNK	7.265
10/4/2014 22:55:00		KB3ZNL	7.265
10/4/2014 22:52:00		N2IEL	7.265
10/4/2014 20:29:00		AA8CS	7.265
10/4/2014 20:24:00		KB3NFM	7.265
10/4/2014 20:16:00		WA1TUT	7.265
10/4/2014 20:05:00		K4DCN	7.265
10/4/2014 20:00:00		WB3BVZ	7.265
10/4/2014 19:57:00		W2UIS	7.265
10/4/2014 19:48:00		KN4AQ	7.265
10/4/2014 19:44:00		AC2KP	7.265
10/4/2014 19:42:00		N8NTX	7.265
10/4/2014 19:36:00		WB8CTC	7.265
10/4/2014 19:34:00		KK4RR	7.265
10/4/2014 19:33:00		K1WMN	7.265
10/4/2014 19:32:00		WB2JDB	7.265
10/4/2014 19:30:00		WB2USA	7.265
10/4/2014 19:25:00		KK4RUI	7.265
10/4/2014 19:22:00		KM4DZG	7.265
10/4/2014 19:18:00		W2GJS	7.265
10/4/2014 19:11:00		KN2CZZ	7.265
10/4/2014 19:06:00		WA4MMS	7.265
10/4/2014 19:03:00		N2BOW	7.265
10/4/2014 18:58:00		KB3ITJ	7.265
10/4/2014 18:54:00		KG8DX	7.265
10/4/2014 18:50:00		WB3JEK	7.265
10/4/2014 18:40:00		KA2STI	7.265
10/4/2014 18:38:00		VE3BQ	7.265
10/4/2014 18:33:00		KD8DMP	7.265
10/4/2014 18:31:00		AB3TY	7.265
10/4/2014 18:29:00		WA3GIN	7.265
10/4/2014 18:27:00		KC1AXJ	7.265
10/4/2014 18:25:00		AC2GI	7.265
10/4/2014 18:23:00		KO4GS	7.265
10/4/2014 18:22:00		W4CAS	7.265
10/4/2014 18:20:00		AA3VX	7.265
10/4/2014 18:19:00		NK2BB	7.265
10/4/2014 18:15:00		KC3ASN	7.265
10/4/2014 18:12:00		NA3H	7.265
10/4/2014 18:10:00		KA3OCS	7.265
10/4/2014 18:08:00		WD8MKQ	7.265
10/4/2014 18:06:00		KD2GXN	7.265
10/4/2014 18:02:00		W3CEI	7.265
10/4/2014 17:59:00		WA2JLW	7.265
10/4/2014 17:57:00		K3VED	7.265
10/4/2014 17:55:00		VE3JMY	7.265
10/4/2014 17:52:00		KJ6GHN	7.265
10/4/2014 17:45:00		K2XU	7.265
10/4/2014 17:42:00		KC2LXD	7.265
10/4/2014 17:39:00		KK4ZUX	7.265
10/4/2014 17:32:00		N3HPL	7.265
10/4/2014 17:30:00		KD8TFZ	7.265
10/4/2014 17:26:00		WB4YZ	7.265
10/4/2014 17:23:00		K4KKT	7.265
10/4/2014 17:21:00		N4IAG	7.265
10/4/2014 17:07:00		W0MPM	7.265
10/4/2014 17:06:00		W4MBA	7.265
10/4/2014 17:05:00		N2HYG	7.265
10/4/2014 17:02:00		W4GMF	7.265
10/4/2014 16:54:00		N3LZV	7.266
10/4/2014 16:51:00		WW2DEM	7.266
10/4/2014 16:49:00		N4KER	7.266
10/4/2014 16:45:00		N1QQZ	7.266
10/4/2014 16:43:00		N8ESS	7.266
10/4/2014 16:36:00		K2NPN	7.266
10/4/2014 16:33:00		K8ARP	7.266
10/4/2014 16:31:00		NV2L	7.266
10/4/2014 16:28:00		WA4UKZ	7.26