2014-10-04 14:07:00,,WB2NVS,7
2014-10-04 14:40:00,,NR8M,7
2014-10-04 14:46:00,,WB3KVR,7
2014-10-04 14:51:00,,AA3O,7
2014-10-04 14:52:00,,W3JIM,7
2014-10-04 14:52:00,,WB3ZUP,7
2014-10-04 14:59:00,,WA1HFF,7
2014-10-04 15:12:00,,K8NYG,7
2014-10-04 15:17:00,,NG2T,7
2014-10-04 15:26:00,,N3NH,7
2014-10-04 16:07:00,,F8ARS,14
2014-10-04 16:07:00,,W9ZN,14
2014-10-04 16:24:00,,VE2YRS,14
2014-10-04 16:33:00,,W4/PA3BHF,14
2014-10-04 17:02:00,,K8FZY,7
2014-10-04 18:33:00,,KA8ZOO,7
2014-10-04 19:15:00,,K3SCM,14
2014-10-04 19:15:00,,K3QNT,14
2014-10-04 19:34:00,,WW2NJ,7
2014-10-04 19:35:00,,KA3PNL,7
2014-10-04 19:36:00,,KC3CMF,7
2014-10-04 19:36:00,,KC3CMI,7
2014-10-04 19:38:00,,K2TD,7
2014-10-04 19:40:00,,KC3BTB,7
2014-10-04 19:49:00,,KB3LSH,7
2014-10-04 19:49:00,,KC3BTH,7
2014-10-04 19:50:00,,KB3WXW,7
2014-10-04 19:52:00,,KA3UDR,7
2014-10-05 15:52:00,,KB8CR,7
2014-10-05 15:58:00,,K8QBS,7
2014-10-05 17:05:00,,W1DWA,7
2014-10-05 17:21:00,,W3AWF,7
2014-10-05 17:48:00,,WA2CEO,7
2014-10-05 18:35:00,,AG2J,7
2014-10-05 18:38:00,,VE3HEQ,7
2014-10-05 18:45:00,,K3PX,7
2014-10-05 18:51:00,,W6SR,7
2014-10-05 18:53:00,,WO3T,7
2014-10-05 18:53:00,,W3IW,7
2014-10-05 18:56:00,,GB2NZ,7
2014-10-05 19:03:00,,W1AW/6,7
2014-10-11 13:25:00,,K2DEP,7
2014-10-11 14:31:00,,N8NSN,7
2014-10-11 14:42:00,,N3HIS,7
2014-10-11 14:55:00,,W1AW/4,7
2014-10-11 17:00:00,,VE1RGB,14
2014-10-11 17:05:00,,WN4AFP,14
2014-10-11 17:07:00,,W3SD,14
2014-10-11 17:12:00,,NJ3K,14
2014-10-11 17:12:00,,N8UKC,14
2014-10-11 17:13:00,,K3NQT,14
2014-10-11 17:15:00,,N3CU,14
2014-10-11 17:16:00,,W3SO,14
2014-10-11 17:18:00,,K3JWI,14
2014-10-11 17:23:00,,KE3FO,14
2014-10-11 17:29:00,,W4FFF,14
2014-10-11 17:31:00,,KA2KDJ,14
2014-10-11 17:41:00,,W9DLN,14
2014-10-11 17:54:00,,W3TDF,7
2014-10-11 17:57:00,,K3QIA,7
2014-10-11 18:00:00,,W3NO,7
2014-10-11 18:03:00,,KC3M,7
2014-10-11 18:07:00,,KB3P,7
2014-10-11 18:33:00,,W3WH,7
2014-10-11 18:40:00,,WF3M,7
2014-10-12 14:46:00,,N3XLS,7
2014-10-12 14:47:00,,WQ3N,7
2014-10-12 15:28:00,,K3MJW,7
2014-10-12 15:29:00,,W2YC,7
2014-10-12 15:29:00,,K3TX,7
2014-10-12 15:33:00,,K2UY,7
2014-10-12 15:35:00,,KA3BMU,7
2014-10-12 15:46:00,,KQ3F,7
2014-10-12 15:52:00,,KK4UNZ,7
2014-10-12 15:55:00,,K3D,7
2014-10-12 16:04:00,,K3TEJ,7
2014-10-12 16:08:00,,NA3F,7
2014-10-12 16:14:00,,W3CQB,7
2014-10-12 16:18:00,,NS3L,7
2014-10-12 16:24:00,,WB2YRL,7
2014-10-12 17:00:00,,KN4AA,7
2014-10-12 17:08:00,,KA3EEO,7
2014-10-12 17:23:00,,KB3KUJ,7
2014-10-12 17:28:00,,K3PP,7
2014-10-12 17:33:00,,N4XU,7
2014-10-12 17:49:00,,K3WU,7
2014-10-12 17:51:00,,N3VTX,7
2014-10-12 19:31:00,,WA1SKQ,14
2014-10-12 19:31:00,,K3RF,7
2014-10-12 19:33:00,,K3WW,14
2014-10-12 19:36:00,,K8JQ,14
2014-10-12 19:40:00,,K3SEW,14
2014-10-12 19:46:00,,K4CUF,14
2014-10-12 20:09:00,,G3NVR,14
2014-10-12 20:09:00,,OM2VL,14
2014-10-12 20:10:00,,K5LS,14
2014-10-12 20:18:00,,EB5GGB,14
2014-10-12 20:22:00,,K0RI,14
2014-10-12 20:22:00,,W0SK,14
2014-10-12 20:23:00,,K1ZZI,14
2014-10-12 20:23:00,,W5ASP,14
2014-10-12 20:27:00,,DK3BN,14
2014-10-12 20:30:00,,N0OU,14
2014-10-12 20:33:00,,WB0UKI,14